path,mtime_utc,size_bytes,sha256
"data/_system/ticker_news_cache/CRS/av_CRS_202505.json.gz",2026-05-28T17:33:22.416971+00:00,1576,1628f6a2e2fe5d36a551f84d51e2061dfc36b90551634c70e6de6df0b5ca0ac4
"data/_system/ticker_news_cache/CRS/av_CRS_202506.json.gz",2026-06-01T17:36:16.604262+00:00,215,3d93ad8121dc6d9edbc9ea5ab31cdac1cf4e083027ed293d86811f1a2227023f
"data/_system/ticker_news_cache/CRS/av_CRS_202507.json.gz",2026-06-01T17:36:17.663261+00:00,1359,d5c2b9eb60e0d55f6befc5a73f42bacbd0b54a3c766755a2a1d020e239474821
"data/_system/ticker_news_cache/CRS/av_CRS_202508.json.gz",2026-06-01T17:36:18.728261+00:00,2228,5595ab5e8c2a63f06e0fd0fef381e4a61a91436babb91fad0d756625f62d53ec
"data/_system/ticker_news_cache/CRS/av_CRS_202509.json.gz",2026-06-01T17:36:19.825259+00:00,2049,b8cbd058a2c5320df83d6b56257d9bd7b7647bf177820ed35b411de7cbabb73d
"data/_system/ticker_news_cache/CRS/av_CRS_202510.json.gz",2026-06-01T17:36:20.990258+00:00,5282,73c142b402c544b0b6426f207fc968e9c2d09f23b5294c5c6b7d6d929dcf118f
"data/_system/ticker_news_cache/CRS/av_CRS_202511.json.gz",2026-06-01T17:36:22.171257+00:00,3966,7531071762d45ca45e44a5abe10a37d02e09b96d572cea137cca6e60dea39f0e
"data/_system/ticker_news_cache/CRS/av_CRS_202512.json.gz",2026-06-01T17:36:23.391256+00:00,8063,7eff7629399db56cbb8329984e48d89292a3f6bfb5e10a1bcd78da2765323793
"data/_system/ticker_news_cache/CRS/av_CRS_202601.json.gz",2026-06-01T17:36:24.725255+00:00,11573,8f7f04278737db177d808bc949268923eaaaed4180c52b7899fd41dce5d023bf
"data/_system/ticker_news_cache/CRS/av_CRS_202602.json.gz",2026-06-01T17:36:26.042253+00:00,13802,73b31f51392c64a1850616c988709f324d66738e5e27dbc3e545b16e38049b82
"data/_system/ticker_news_cache/CRS/av_CRS_202603.json.gz",2026-06-01T17:36:27.437252+00:00,17432,15892e8577e3a0da8ad81ae4163e95930b1c430f97428c3e43e6e91bb5b10964
"data/_system/ticker_news_cache/CRS/av_CRS_202604.json.gz",2026-06-01T17:36:28.790251+00:00,16821,9c0a3090491a5aebe793e6a27516d4cd4242ca6510d4480d557008bda07221a6
"data/_system/ticker_news_cache/CRS/av_CRS_202605.json.gz",2026-06-02T19:49:28.513520+00:00,10240,94211d85f705bbc5eb492e50ac9774785a4e65035f689b2f827a42d8938fd7bc
"data/_system/ticker_news_cache/CRS/av_CRS_202606.json.gz",2026-06-02T19:49:28.514520+00:00,1933,51ac27d9adf3b81f1c8c2e1e015152e85c417af85bf6461a152d5db0eac43bef
"data/_system/ticker_news_cache/CRS/av_CRS_202607.json.gz",2026-07-11T15:12:28.419073+00:00,2950,13698997d5ab9791c54306ccd12f37a2186497a2a568816e230469c568652d34
