ticker,model_hash,origin_train_label,regime,group,members,group_size,learned_threshold,threshold_valid,group_passed_rows,final_entry_rows,count_distribution,g3_floor_percentile,g3_floor_norm,threshold_min_allowed,threshold_max_allowed,threshold_floor_valid,full_group_threshold_present
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,184,23,"{""0"": 2, ""1"": 63, ""2"": 187, ""3"": 0}",0.15,"[0.015009759672486033, 0.1726043842598029, 0.06919934695283236]",2,2,True,False
AAP,d0590baf8fedec06fe7300c12122c9ac76e6bf85bc571e612360e00f68473c52,train_1,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,141,23,"{""0"": 16, ""1"": 95, ""2"": 138, ""3"": 3}",,,2,2,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,221,21,"{""0"": 9, ""1"": 20, ""2"": 105, ""3"": 102, ""4"": 14}",,,2,3,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,3,True,118,21,"{""0"": 0, ""1"": 51, ""2"": 81, ""3"": 70, ""4"": 48}",,,2,3,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,112,21,"{""0"": 75, ""1"": 63, ""2"": 112, ""3"": 0}",0.15,"[0.07970314483734416, 0.11343761700857279, 0.09565721469923098]",2,2,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,96,21,"{""0"": 16, ""1"": 138, ""2"": 95, ""3"": 1}",,,2,2,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,401,13,"{""0"": 3, ""1"": 96, ""2"": 244, ""3"": 143, ""4"": 14}",,,2,3,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,3,True,49,13,"{""0"": 8, ""1"": 263, ""2"": 180, ""3"": 37, ""4"": 12}",,,2,3,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,138,13,"{""0"": 127, ""1"": 235, ""2"": 138, ""3"": 0}",0.15,"[0.07970314483734416, 0.11343761700857279, 0.09565721469923098]",2,2,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,239,13,"{""0"": 23, ""1"": 238, ""2"": 239, ""3"": 0}",,,2,2,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,204,23,"{""0"": 15, ""1"": 33, ""2"": 88, ""3"": 96, ""4"": 20}",,,2,3,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,3,True,160,23,"{""0"": 0, ""1"": 14, ""2"": 78, ""3"": 91, ""4"": 69}",,,2,3,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,117,23,"{""0"": 39, ""1"": 96, ""2"": 117, ""3"": 0}",0.15,"[0.07970314483734416, 0.11343761700857279, 0.09565721469923098]",2,2,True,False
AAP,712e20e1c6328dee1426970e204e8ec5fc1c85007976bcae3e74c9e45b7a2a7f,train_2,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,101,23,"{""0"": 10, ""1"": 141, ""2"": 101, ""3"": 0}",,,2,2,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,78,20,"{""0"": 46, ""1"": 126, ""2"": 70, ""3"": 7, ""4"": 1}",,,2,3,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,199,20,"{""0"": 1, ""1"": 50, ""2"": 147, ""3"": 52, ""4"": 0}",,,2,3,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,162,20,"{""0"": 14, ""1"": 26, ""2"": 209, ""3"": 1}",0.15,"[0.032862199166564125, 0.09033706272662825, 0.06086387001730224]",2,2,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,92,20,"{""0"": 53, ""1"": 105, ""2"": 92, ""3"": 0}",,,2,2,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,110,4,"{""0"": 83, ""1"": 307, ""2"": 108, ""3"": 2, ""4"": 0}",,,2,3,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,78,4,"{""0"": 404, ""1"": 18, ""2"": 45, ""3"": 33, ""4"": 0}",,,2,3,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,125,4,"{""0"": 26, ""1"": 49, ""2"": 425, ""3"": 0}",0.15,"[0.032862199166564125, 0.09033706272662825, 0.06086387001730224]",2,2,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,170,4,"{""0"": 91, ""1"": 239, ""2"": 170, ""3"": 0}",,,2,2,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,80,17,"{""0"": 22, ""1"": 150, ""2"": 76, ""3"": 4, ""4"": 0}",,,2,3,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,248,17,"{""0"": 0, ""1"": 4, ""2"": 107, ""3"": 141, ""4"": 0}",,,2,3,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,174,17,"{""0"": 7, ""1"": 36, ""2"": 208, ""3"": 1}",0.15,"[0.032862199166564125, 0.09033706272662825, 0.06086387001730224]",2,2,True,False
AAP,ef04cd28391a4e0979e0c1e2e189112153f00fd10ed80d2db6f53a849829e248,train_3,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,84,17,"{""0"": 53, ""1"": 115, ""2"": 84, ""3"": 0}",,,2,2,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,39,21,"{""0"": 12, ""1"": 72, ""2"": 128, ""3"": 35, ""4"": 4}",,,2,3,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,244,21,"{""0"": 3, ""1"": 4, ""2"": 43, ""3"": 107, ""4"": 94}",,,2,3,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,177,21,"{""0"": 7, ""1"": 21, ""2"": 171, ""3"": 52}",0.15,"[0.1009863847099284, 0.1383870542300658, 0.12952648158686086]",2,2,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,163,21,"{""0"": 11, ""1"": 77, ""2"": 50, ""3"": 113}",,,2,2,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,43,20,"{""0"": 16, ""1"": 165, ""2"": 276, ""3"": 40, ""4"": 3}",,,2,3,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,438,20,"{""0"": 11, ""1"": 51, ""2"": 142, ""3"": 200, ""4"": 96}",,,2,3,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,346,20,"{""0"": 19, ""1"": 55, ""2"": 294, ""3"": 132}",0.15,"[0.1009863847099284, 0.1383870542300658, 0.12952648158686086]",2,2,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,326,20,"{""0"": 27, ""1"": 147, ""2"": 121, ""3"": 205}",,,2,2,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,45,21,"{""0"": 23, ""1"": 69, ""2"": 115, ""3"": 41, ""4"": 4}",,,2,3,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,176,21,"{""0"": 10, ""1"": 66, ""2"": 25, ""3"": 98, ""4"": 53}",,,2,3,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,187,21,"{""0"": 20, ""1"": 18, ""2"": 110, ""3"": 104}",0.15,"[0.1009863847099284, 0.1383870542300658, 0.12952648158686086]",2,2,True,False
POWI,53ae64d1d94d8701989d27b7e82c132432cc6b2e9bc665c436a14e11738c7c04,train_1,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,170,21,"{""0"": 17, ""1"": 65, ""2"": 68, ""3"": 102}",,,2,2,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,214,20,"{""0"": 2, ""1"": 34, ""2"": 90, ""3"": 113, ""4"": 11}",,,2,3,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,3,True,111,20,"{""0"": 11, ""1"": 35, ""2"": 93, ""3"": 81, ""4"": 30}",,,2,3,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,190,20,"{""0"": 2, ""1"": 5, ""2"": 226, ""3"": 17}",0.15,"[0.10671605144250249, 0.17942041261792702, 0.14143898758215773]",2,2,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,79,20,"{""0"": 106, ""1"": 65, ""2"": 67, ""3"": 12}",,,2,2,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,426,28,"{""0"": 2, ""1"": 72, ""2"": 154, ""3"": 222, ""4"": 50}",,,2,3,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,3,True,135,28,"{""0"": 43, ""1"": 140, ""2"": 182, ""3"": 113, ""4"": 22}",,,2,3,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,395,28,"{""0"": 2, ""1"": 11, ""2"": 443, ""3"": 44}",0.15,"[0.10671605144250249, 0.17942041261792702, 0.14143898758215773]",2,2,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,155,28,"{""0"": 216, ""1"": 129, ""2"": 141, ""3"": 14}",,,2,2,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,2,True,228,14,"{""0"": 3, ""1"": 21, ""2"": 83, ""3"": 112, ""4"": 33}",,,2,3,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,3,True,47,14,"{""0"": 53, ""1"": 74, ""2"": 78, ""3"": 22, ""4"": 25}",,,2,3,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,196,14,"{""0"": 7, ""1"": 7, ""2"": 208, ""3"": 30}",0.15,"[0.10671605144250249, 0.17942041261792702, 0.14143898758215773]",2,2,True,False
POWI,14576253abb7520730c1ef6b9bd661342eba70772bfbc8a9e0dc11e8eb105da2,train_2,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,66,14,"{""0"": 109, ""1"": 77, ""2"": 62, ""3"": 4}",,,2,2,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,train,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,58,20,"{""0"": 0, ""1"": 31, ""2"": 161, ""3"": 49, ""4"": 9}",,,2,3,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,train,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,245,20,"{""0"": 2, ""1"": 3, ""2"": 33, ""3"": 54, ""4"": 158}",,,2,3,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,train,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,101,20,"{""0"": 32, ""1"": 115, ""2"": 48, ""3"": 55}",0.15,"[0.06135383338196905, 0.10028069080101673, 0.07974458736054331]",2,2,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,train,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,182,20,"{""0"": 2, ""1"": 66, ""2"": 97, ""3"": 85}",,,2,2,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,stress,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,76,35,"{""0"": 2, ""1"": 91, ""2"": 331, ""3"": 65, ""4"": 11}",,,2,3,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,stress,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,491,35,"{""0"": 0, ""1"": 9, ""2"": 98, ""3"": 149, ""4"": 244}",,,2,3,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,stress,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,223,35,"{""0"": 34, ""1"": 243, ""2"": 95, ""3"": 128}",0.15,"[0.06135383338196905, 0.10028069080101673, 0.07974458736054331]",2,2,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,stress,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,341,35,"{""0"": 7, ""1"": 152, ""2"": 159, ""3"": 182}",,,2,2,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,oos,G1_PULLBACK,"[""pullback_from_high5_pct"", ""fade_after_surge_score"", ""inv_close_pos5"", ""inv_ret_d1_pct""]",4,3,True,71,36,"{""0"": 2, ""1"": 34, ""2"": 145, ""3"": 60, ""4"": 11}",,,2,3,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,oos,G2_VOLATILITY,"[""single_up_day5_pct"", ""atr14_pct"", ""realized_vol20_pct"", ""bb_width20_pct""]",4,2,True,252,36,"{""0"": 0, ""1"": 0, ""2"": 30, ""3"": 69, ""4"": 153}",,,2,3,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,oos,G3_RANGE_EXPANSION,"[""true_range_d1_pct"", ""range_vs_atr14"", ""range_vs_range20""]",3,2,True,136,36,"{""0"": 25, ""1"": 91, ""2"": 63, ""3"": 73}",0.15,"[0.06135383338196905, 0.10028069080101673, 0.07974458736054331]",2,2,True,False
POWI,371f129860ba34f22b625ad2618ea87117520c36220526dcd190bfc1af62ee59,train_3,oos,G4_VOLUME_CONFIRMATION,"[""volume_ratio5_prior"", ""volume_ratio20_prior"", ""volume_chg1_pct""]",3,2,True,175,36,"{""0"": 2, ""1"": 75, ""2"": 94, ""3"": 81}",,,2,2,True,False
