all_min_width_pass,bilateral_gene_pass,model_hash,near_full_gene_count,oos_precision,origin_train_label,stress_precision,strict_all_feature_and,survivor,thin_sample_rejected,ticker,train_precision,train_to_oos_precision_gap,train_to_stress_precision_gap,weighted_sum_path_present,symbol_hhi_oos_passed_count,candidate_count,survivor_candidate_count,survivor_symbol_count,worker_error_count,configured_workers,observed_unique_worker_pids,previous_oos_whipsaw_mean,current_oos_target_tp_off_whipsaw_mean
True,True,03816c91672ca06ffeefc9552415b2c67b00d8bbbc3936031c9e1b4e6c46cdea,0,0.5,train_2,0.21153846153846154,True,False,False,CBRL,0.8095238095238095,0.30952380952380953,0.597985347985348,False,,,,,,,,,
True,True,619613f217233983a4a9b6efafea9fb7fe5da8db12ed39114d16a0a5597efc79,0,0.5882352941176471,train_3,0.3333333333333333,True,False,False,CBRL,0.9583333333333334,0.3700980392156863,0.625,False,,,,,,,,,
True,True,c35979a2107ac141bb81776a9bc83cc57051f1b71138542fc307f18b972f35d4,0,0.5714285714285714,train_1,0.5769230769230769,True,False,False,BTU,0.9047619047619048,0.33333333333333337,0.3278388278388279,False,,,,,,,,,
True,True,9ab6809a0f3c9674ecc14861836a9bc0d9a541def2632b42041328e03ccb9e7a,0,0.5,train_2,1.0,True,False,True,BTU,0.8095238095238095,0.30952380952380953,-0.19047619047619047,False,,,,,,,,,
True,True,aa4137dc0876e7354ab8d0db3de4a3416a6be7861ce5aaf3ab7bb711872285d2,0,0.5714285714285714,train_3,0.8,True,False,True,BTU,0.85,0.2785714285714286,0.04999999999999993,False,,,,,,,,,
True,True,a5c69d51a791f5d1528c3c4c76739b8396b027c0f8f389397dc9a3e43cb68a7c,0,0.4166666666666667,train_1,0.4583333333333333,True,False,False,BB,0.8,0.38333333333333336,0.34166666666666673,False,,,,,,,,,
True,True,04444e458ae5eb0d0a5cc8710919275263329a88d6512116aa7e3fd2f5c3f703,0,0.35294117647058826,train_2,0.35294117647058826,True,False,False,BB,0.9565217391304348,0.6035805626598465,0.6035805626598465,False,,,,,,,,,
True,True,39d5ad0abf7085ccac088642ff79af8279d444f5dd54a4be120a02242ae8934d,0,0.375,train_3,0.6071428571428571,True,False,False,BB,0.9047619047619048,0.5297619047619048,0.29761904761904767,False,,,,,,,,,
True,True,d320261408a56ce30d5487848e0f2e57e22041ad2b6aeccd06f7c291e893feb0,0,0.19607843137254902,train_1,0.2535211267605634,True,False,False,BN,0.8181818181818182,0.6221033868092692,0.5646606914212549,False,,,,,,,,,
True,True,950eefe0cd8ae3957ca6b1b6268acae9f44020eadfc6fd9e96739e1950420282,0,0.125,train_2,0.3333333333333333,True,False,False,BN,0.55,0.42500000000000004,0.21666666666666673,False,,,,,,,,,
