path,path_kind,type,risk,size_bytes,size_human,file_count,recent_modified_utc,days_since_modified,reachable,reachable_from,reference_count,last_reference_trace,git_tracked,git_last_commit_date,git_last_commit,protected_reason,decision_reason
data/_system/positions.json.bak.before_switch_lr8d16_flat_20260629_154559,file,OPERATIONAL_STATE_BACKUP,REVIEW,36978,36.11KiB,1,2026-06-29T15:45:59.851048+00:00,10.923,False,,0,none in active import/literal graph,False,,,,"superseded runtime-state backup, but recovery value requires human review"
data/_system/positions.json.initialized,file,UNREACHED_FILE,REVIEW,25,25.00B,1,2026-06-25T01:39:55.779355+00:00,15.51,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/real_focus_news_events.jsonl,file,UNREACHED_FILE,REVIEW,12026,11.74KiB,1,2026-07-08T16:49:46.330726+00:00,1.878,False,,0,none in active import/literal graph,True,2026-07-08T17:22:35+00:00,69dde40,,not reachable from confirmed entrypoints; manual review required
data/_system/safety_state.json,file,UNREACHED_FILE,REVIEW,23761,23.20KiB,1,2026-07-08T14:10:43.192804+00:00,1.989,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/scheduled_open_buy_queue.json.bak.before_candidate_news_guard_20260629_113928,file,OPERATIONAL_STATE_BACKUP,REVIEW,79484,77.62KiB,1,2026-06-29T11:39:33.656499+00:00,11.094,False,,0,none in active import/literal graph,False,,,,"superseded runtime-state backup, but recovery value requires human review"
data/_system/scheduled_open_buy_queue.json.bak.before_dashboard_metrics_20260629_114917,file,OPERATIONAL_STATE_BACKUP,REVIEW,91968,89.81KiB,1,2026-06-29T11:49:22.182446+00:00,11.087,False,,0,none in active import/literal graph,False,,,,"superseded runtime-state backup, but recovery value requires human review"
data/_system/scheduled_open_buy_queue.json.bak.before_nextopen_atr_hydration_20260629_133231,file,OPERATIONAL_STATE_BACKUP,REVIEW,96325,94.07KiB,1,2026-06-29T13:32:31.246373+00:00,11.015,False,,0,none in active import/literal graph,False,,,,"superseded runtime-state backup, but recovery value requires human review"
data/_system/scheduled_open_buy_queue.json.bak.before_switch_lr8d16_flat_20260629_154559,file,OPERATIONAL_STATE_BACKUP,REVIEW,96758,94.49KiB,1,2026-06-29T15:45:59.853048+00:00,10.923,False,,0,none in active import/literal graph,False,,,,"superseded runtime-state backup, but recovery value requires human review"
data/_system/screening_universe_all.txt,file,UNREACHED_FILE,REVIEW,29089,28.41KiB,1,2026-06-02T19:25:16.134887+00:00,37.77,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/sentiment_daily.csv,file,UNREACHED_FILE,REVIEW,87066,85.03KiB,1,2026-05-31T21:28:25.860572+00:00,39.685,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/swing_trainonly,directory,SYSTEM_DATA_DIRECTORY,REVIEW,856364,836.29KiB,23,2026-06-01T21:12:59.880035+00:00,38.696,False,,0,none in active import/literal graph,False,,,,"dynamic filename access may exist; manual review required; top_suffixes={'.json': 12, '.log': 7, '.txt': 3, '.pid': 1}"
data/_system/symbols.json,file,UNREACHED_FILE,REVIEW,6422,6.27KiB,1,2026-05-31T09:49:19.099055+00:00,40.17,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/telegram_position_dashboard.json,file,UNREACHED_FILE,REVIEW,931,931.00B,1,2026-07-08T17:02:57.097310+00:00,1.869,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/ticker_sentiment_update.log.jsonl,file,UNREACHED_FILE,REVIEW,3155568,3.01MiB,1,2026-06-02T21:32:24.968711+00:00,37.682,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/ticker_sentiment_update_batch1.pid,file,LOCK_OR_PID_ARTIFACT,REVIEW,7,7.00B,1,2026-06-02T14:59:10.742896+00:00,37.955,False,,0,none in active import/literal graph,False,,,,"may be stale, but deletion can affect process coordination"
data/_system/ticker_sentiment_update_failures.json,file,UNREACHED_FILE,REVIEW,23508,22.96KiB,1,2026-06-02T21:32:24.967711+00:00,37.682,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/ticker_sentiment_update_usage.json,file,UNREACHED_FILE,REVIEW,1649131,1.57MiB,1,2026-06-02T21:32:23.852712+00:00,37.682,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/ticker_universe.json,file,UNREACHED_FILE,REVIEW,892192,871.28KiB,1,2026-05-28T10:36:48.585646+00:00,43.137,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/ticker_universe.json.bak,file,OPERATIONAL_STATE_BACKUP,REVIEW,892454,871.54KiB,1,2026-05-28T10:36:48.480637+00:00,43.137,False,,0,none in active import/literal graph,False,,,,"superseded runtime-state backup, but recovery value requires human review"
data/_system/true_wf_grade_AAPL.json,file,UNREACHED_FILE,REVIEW,1991,1.94KiB,1,2026-06-01T18:09:09.163406+00:00,38.823,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_AAPL_swing.json,file,UNREACHED_FILE,REVIEW,2328,2.27KiB,1,2026-06-02T18:44:41.268176+00:00,37.798,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_AMD_swing.json,file,UNREACHED_FILE,REVIEW,2327,2.27KiB,1,2026-06-02T18:11:48.466030+00:00,37.821,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_AMZN_swing.json,file,UNREACHED_FILE,REVIEW,2310,2.26KiB,1,2026-06-02T18:26:11.818219+00:00,37.811,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_BAC_swing.json,file,UNREACHED_FILE,REVIEW,2304,2.25KiB,1,2026-06-02T18:26:44.957187+00:00,37.811,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_BA_swing.json,file,UNREACHED_FILE,REVIEW,2304,2.25KiB,1,2026-06-02T17:59:50.373706+00:00,37.83,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_BLK_swing.json,file,UNREACHED_FILE,REVIEW,2303,2.25KiB,1,2026-06-02T17:41:17.315752+00:00,37.843,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_BMY_swing.json,file,UNREACHED_FILE,REVIEW,2325,2.27KiB,1,2026-06-02T18:27:26.631148+00:00,37.81,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_BX_swing.json,file,UNREACHED_FILE,REVIEW,2327,2.27KiB,1,2026-06-02T17:55:19.191961+00:00,37.833,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_CMCSA_swing.json,file,UNREACHED_FILE,REVIEW,2310,2.26KiB,1,2026-06-02T18:46:11.563091+00:00,37.797,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_COP_swing.json,file,UNREACHED_FILE,REVIEW,2311,2.26KiB,1,2026-06-02T17:58:52.150760+00:00,37.83,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_CRM_swing.json,file,UNREACHED_FILE,REVIEW,2325,2.27KiB,1,2026-06-02T18:44:31.845185+00:00,37.799,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_CSCO_swing.json,file,UNREACHED_FILE,REVIEW,2310,2.26KiB,1,2026-06-02T17:43:11.587644+00:00,37.841,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_CVX_swing.json,file,UNREACHED_FILE,REVIEW,2292,2.24KiB,1,2026-06-02T18:45:06.018153+00:00,37.798,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_C_swing.json,file,UNREACHED_FILE,REVIEW,2324,2.27KiB,1,2026-06-02T17:21:11.151886+00:00,37.856,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_DAL_swing.json,file,UNREACHED_FILE,REVIEW,2328,2.27KiB,1,2026-06-02T17:21:21.412876+00:00,37.856,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_DIS_swing.json,file,UNREACHED_FILE,REVIEW,2331,2.28KiB,1,2026-06-02T18:46:28.693075+00:00,37.797,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_F_swing.json,file,UNREACHED_FILE,REVIEW,2312,2.26KiB,1,2026-06-02T17:43:48.370610+00:00,37.841,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_GE_swing.json,file,UNREACHED_FILE,REVIEW,10602,10.35KiB,1,2026-06-03T12:42:24.807367+00:00,37.05,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_GM_swing.json,file,UNREACHED_FILE,REVIEW,2316,2.26KiB,1,2026-06-02T17:44:16.332584+00:00,37.84,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_GOOGL_swing.json,file,UNREACHED_FILE,REVIEW,2320,2.27KiB,1,2026-06-02T18:26:54.519178+00:00,37.811,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_GOOG_swing.json,file,UNREACHED_FILE,REVIEW,2321,2.27KiB,1,2026-06-02T18:44:05.398210+00:00,37.799,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_GS_swing.json,file,UNREACHED_FILE,REVIEW,2330,2.28KiB,1,2026-06-02T17:43:10.331645+00:00,37.841,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_IBM_swing.json,file,UNREACHED_FILE,REVIEW,2307,2.25KiB,1,2026-06-02T18:25:57.229232+00:00,37.812,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_INTC_swing.json,file,UNREACHED_FILE,REVIEW,2319,2.26KiB,1,2026-06-02T17:20:56.553900+00:00,37.857,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_JPM.json,file,UNREACHED_FILE,REVIEW,1988,1.94KiB,1,2026-06-01T18:07:10.821517+00:00,38.825,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_JPM_swing.json,file,UNREACHED_FILE,REVIEW,2324,2.27KiB,1,2026-06-02T17:21:22.500875+00:00,37.856,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_KHC_swing.json,file,UNREACHED_FILE,REVIEW,2273,2.22KiB,1,2026-06-02T18:11:46.057033+00:00,37.821,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_KO.json,file,UNREACHED_FILE,REVIEW,1992,1.95KiB,1,2026-06-01T18:03:56.827700+00:00,38.827,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_KO_swing.json,file,UNREACHED_FILE,REVIEW,2329,2.27KiB,1,2026-06-02T18:45:08.435150+00:00,37.798,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_LLY_swing.json,file,UNREACHED_FILE,REVIEW,2304,2.25KiB,1,2026-06-02T18:25:20.723267+00:00,37.812,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_LMT_swing.json,file,UNREACHED_FILE,REVIEW,2328,2.27KiB,1,2026-06-02T17:59:25.548729+00:00,37.83,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_MAR_swing.json,file,UNREACHED_FILE,REVIEW,2308,2.25KiB,1,2026-06-02T17:41:09.722759+00:00,37.843,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_MCD_swing.json,file,UNREACHED_FILE,REVIEW,2312,2.26KiB,1,2026-06-02T18:09:03.274186+00:00,37.823,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_META_swing.json,file,UNREACHED_FILE,REVIEW,2333,2.28KiB,1,2026-06-02T18:25:36.555252+00:00,37.812,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_MRK_swing.json,file,UNREACHED_FILE,REVIEW,2287,2.23KiB,1,2026-06-02T17:58:03.974806+00:00,37.831,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_MSFT.json,file,UNREACHED_FILE,REVIEW,1992,1.95KiB,1,2026-06-01T18:04:18.867679+00:00,38.827,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_MSFT_swing.json,file,UNREACHED_FILE,REVIEW,2291,2.24KiB,1,2026-06-02T18:00:01.768695+00:00,37.83,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_MS_swing.json,file,UNREACHED_FILE,REVIEW,2332,2.28KiB,1,2026-06-02T17:20:13.405940+00:00,37.857,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_NFLX_swing.json,file,UNREACHED_FILE,REVIEW,2305,2.25KiB,1,2026-06-02T18:26:26.673205+00:00,37.811,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_NVDA.json,file,UNREACHED_FILE,REVIEW,1991,1.94KiB,1,2026-06-01T18:03:50.435706+00:00,38.827,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_NVDA_swing.json,file,UNREACHED_FILE,REVIEW,2306,2.25KiB,1,2026-06-02T17:59:14.863739+00:00,37.83,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_PFE_swing.json,file,UNREACHED_FILE,REVIEW,2311,2.26KiB,1,2026-06-02T18:46:20.466083+00:00,37.797,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_TSLA_swing.json,file,UNREACHED_FILE,REVIEW,2294,2.24KiB,1,2026-06-02T17:21:25.653872+00:00,37.856,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_T_swing.json,file,UNREACHED_FILE,REVIEW,2325,2.27KiB,1,2026-06-02T17:44:32.026569+00:00,37.84,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_WFC_swing.json,file,UNREACHED_FILE,REVIEW,2335,2.28KiB,1,2026-06-02T17:41:35.399735+00:00,37.842,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_WMT_swing.json,file,UNREACHED_FILE,REVIEW,2310,2.26KiB,1,2026-06-02T17:20:36.222919+00:00,37.857,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
data/_system/true_wf_grade_XOM.json,file,UNREACHED_FILE,REVIEW,1996,1.95KiB,1,2026-06-01T18:10:23.062337+00:00,38.822,False,,0,none in active import/literal graph,False,,,,not reachable from confirmed entrypoints; manual review required
