scope,stage,cut,cut_definition,group,rule_n,ticker_n,trade_n_sum,mean_rule_avg_pnl_pct,median_rule_avg_pnl_pct,mean_rule_win_rate_pct,mean_rule_p05_pnl_pct,mean_rule_tail10_pnl_pct,mean_rule_worst_mae_pct
FROZEN_INCREMENTAL,stage3,TOP2_GE80,top2_weight_share_pct >= 80,SPARSE,1,1,160,6.980858909644331,6.980858909644331,65.625,-16.813152719989997,-18.28449883805625,-29.0787466982
FROZEN_INCREMENTAL,stage3,TOP2_GE80,top2_weight_share_pct >= 80,OTHER,8,8,1029,4.031731161643575,3.8268437446402963,67.54965633773666,-14.497312491074375,-15.820555860282042,-28.747962200862503
FROZEN_INCREMENTAL,stage3,TOP2_GE90,top2_weight_share_pct >= 90,SPARSE,0,0,0,,,,,,
FROZEN_INCREMENTAL,stage3,TOP2_GE90,top2_weight_share_pct >= 90,OTHER,9,9,1189,4.359412022532548,4.249882783957473,67.33580563354369,-14.754628072065,-16.094327302256954,-28.784716033900004
FROZEN_INCREMENTAL,stage3,ACTIVE_EXACT_LE3_AND_TOP2_GE80,active_exact_count <= 3 and top2_weight_share_pct >= 80,SPARSE,0,0,0,,,,,,
FROZEN_INCREMENTAL,stage3,ACTIVE_EXACT_LE3_AND_TOP2_GE80,active_exact_count <= 3 and top2_weight_share_pct >= 80,OTHER,9,9,1189,4.359412022532548,4.249882783957473,67.33580563354369,-14.754628072065,-16.094327302256954,-28.784716033900004
FROZEN_INCREMENTAL,stage3,ACTIVE_EXACT_LE3_AND_TOP2_GE90,active_exact_count <= 3 and top2_weight_share_pct >= 90,SPARSE,0,0,0,,,,,,
FROZEN_INCREMENTAL,stage3,ACTIVE_EXACT_LE3_AND_TOP2_GE90,active_exact_count <= 3 and top2_weight_share_pct >= 90,OTHER,9,9,1189,4.359412022532548,4.249882783957473,67.33580563354369,-14.754628072065,-16.094327302256954,-28.784716033900004
FROZEN_INCREMENTAL,stage3,ACTIVE_MATERIAL_LE2_AND_TOP2_GE80,active_material_count <= 2 and top2_weight_share_pct >= 80,SPARSE,0,0,0,,,,,,
FROZEN_INCREMENTAL,stage3,ACTIVE_MATERIAL_LE2_AND_TOP2_GE80,active_material_count <= 2 and top2_weight_share_pct >= 80,OTHER,9,9,1189,4.359412022532548,4.249882783957473,67.33580563354369,-14.754628072065,-16.094327302256954,-28.784716033900004
FROZEN_INCREMENTAL,stage3,ACTIVE_MATERIAL_LE2_AND_TOP2_GE90,active_material_count <= 2 and top2_weight_share_pct >= 90,SPARSE,0,0,0,,,,,,
FROZEN_INCREMENTAL,stage3,ACTIVE_MATERIAL_LE2_AND_TOP2_GE90,active_material_count <= 2 and top2_weight_share_pct >= 90,OTHER,9,9,1189,4.359412022532548,4.249882783957473,67.33580563354369,-14.754628072065,-16.094327302256954,-28.784716033900004
