file_path,source_row_path,size_bytes,git_tracked,deletion_status
data/_system/bulk_diagnostic/swing/logs/CLSK.log,data/_system/bulk_diagnostic,8774,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CLVT.log,data/_system/bulk_diagnostic,6748,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CLX.log,data/_system/bulk_diagnostic,5809,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CM.log,data/_system/bulk_diagnostic,8758,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CMC.log,data/_system/bulk_diagnostic,8776,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CMCSA.log,data/_system/bulk_diagnostic,8781,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CME.log,data/_system/bulk_diagnostic,6580,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CMG.log,data/_system/bulk_diagnostic,8769,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CMI.log,data/_system/bulk_diagnostic,6735,False,DELETED
data/_system/bulk_diagnostic/swing/logs/CMS-P-B.log,data/_system/bulk_diagnostic,1730,False,DELETED
